target_names,zone_1_d,zone_2_d,zone_3_d,zone_4_d,zone_5_d,zone_6_d,zone_7_d,zone_8_d,zone_9_d,zone_10_d,zone_11_d,zone_12_d,zone_13_d,zone_14_d,zone_15_d,zone_16_d,target
K,0.0,0.0,0.0,0.0,0.0,33.789,21.191,0.0,0.0,21.191,9.668,0.0,0.0,0.0,0.0,0.0,11
K,0.0,2.637,2.539,0.0,0.0,21.973,26.27,0.0,3.418,54.297,3.711,0.0,0.0,0.0,2.637,0.0,11
K,0.0,0.0,0.0,0.0,0.0,21.094,9.277,0.0,0.0,20.996,17.383,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,31.25,18.652,0.0,0.0,26.758,8.105,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,32.324,9.961,0.0,0.0,20.508,7.324,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,25.781,16.602,0.0,0.0,29.395,21.289,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,30.176,23.34,0.0,0.0,13.672,29.785,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,24.805,25.098,0.0,2.637,26.074,19.141,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,13.281,11.133,0.0,0.0,9.668,12.695,0.0,0.0,0.0,0.0,0.0,11
K,0.0,1.66,0.0,0.0,0.0,36.426,28.125,0.0,0.0,33.008,27.539,0.0,0.0,0.488,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,28.027,14.258,0.0,0.0,18.262,13.867,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.051,28.125,0.0,0.0,33.105,22.168,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,25.684,20.41,0.0,0.0,25.879,16.406,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.488,0.0,0.0,0.0,21.777,15.723,0.0,0.0,26.562,14.16,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.637,19.434,0.0,0.0,25.684,10.059,0.0,0.0,0.0,0.0,0.0,11
K,0.0,1.074,0.0,0.0,0.0,36.816,22.363,0.0,0.0,19.531,24.609,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,19.824,14.258,0.0,0.0,22.949,11.914,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,30.371,15.723,0.0,0.0,31.25,10.059,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,21.484,17.773,0.0,0.0,24.121,10.84,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,1.562,0.0,0.0,42.48,2.148,0.0,0.0,28.027,21.68,0.0,0.0,0.0,0.977,0.0,11
K,0.0,0.0,0.0,0.0,0.0,11.523,6.934,0.0,0.0,4.883,11.914,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,20.02,18.848,0.0,0.0,17.285,20.898,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,26.27,10.254,0.0,0.0,19.727,11.328,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,20.801,22.07,0.0,0.0,33.398,16.895,0.0,0.0,0.0,0.0,0.0,11
K,0.0,1.465,1.465,0.0,3.027,24.609,23.926,0.0,0.0,49.219,12.012,0.0,0.0,0.391,1.953,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.832,14.062,0.0,0.0,29.688,15.234,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,17.773,16.113,0.0,0.0,28.32,15.625,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,15.137,11.035,0.0,0.0,22.852,12.012,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,22.559,13.281,0.0,0.0,18.652,12.793,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,22.168,11.133,0.0,0.0,23.242,8.008,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,17.383,21.387,0.0,0.0,17.773,24.121,0.0,0.0,0.0,0.0,0.0,11
K,0.0,5.566,1.562,2.734,0.0,42.383,31.836,7.031,18.848,18.262,27.539,0.0,3.027,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,12.402,5.371,0.0,0.0,11.719,8.105,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,33.691,9.863,0.0,0.0,33.789,11.523,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,8.105,31.543,17.773,0.0,9.277,32.422,23.828,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,20.605,6.445,0.0,0.0,22.07,2.637,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,14.453,13.086,0.0,0.0,27.051,1.66,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,20.508,26.66,1.758,5.566,23.73,0.0,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,22.949,32.129,5.469,1.562,37.402,0.0,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.637,22.852,0.0,0.0,33.105,11.133,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,29.199,6.836,0.0,0.0,28.809,18.066,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,28.125,0.488,0.0,0.0,27.051,4.199,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.246,26.465,0.0,0.0,28.809,22.754,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.051,9.766,0.0,0.0,21.387,19.727,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.441,19.043,0.0,0.0,26.758,11.133,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,29.102,20.41,0.0,0.195,26.465,13.672,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,24.707,30.078,0.0,0.0,20.508,22.266,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,21.094,23.438,0.0,0.293,26.27,6.738,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,6.738,32.91,0.0,0.488,41.602,11.133,0.0,0.0,0.0,0.0,0.0,11
K,0.0,1.855,0.0,5.273,0.0,27.832,21.68,8.301,1.172,28.223,19.727,0.0,2.93,1.66,0.0,0.0,11
K,0.0,0.0,2.734,0.0,3.027,27.637,25.879,0.0,10.742,28.027,10.938,0.0,0.0,0.0,1.27,0.0,11
K,0.0,4.102,2.93,1.074,0.0,38.672,35.645,0.488,0.0,18.75,26.27,0.0,0.0,0.0,1.758,0.0,11
K,0.0,0.0,1.172,0.0,0.0,19.434,16.797,0.0,0.0,32.91,9.766,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,1.27,0.0,0.0,34.082,13.379,0.0,2.734,44.531,6.348,0.0,1.172,0.586,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,24.512,24.121,0.0,1.074,38.574,2.93,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,11.328,11.719,0.0,0.0,15.332,8.496,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,16.699,13.965,0.0,0.0,20.215,16.699,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,18.555,11.23,0.0,0.0,14.062,10.938,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.242,4.492,0.0,0.0,24.316,10.938,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,21.973,17.969,0.0,2.148,31.836,1.367,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.195,0.0,0.0,35.156,29.297,0.0,10.254,50.586,17.09,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.047,12.305,0.0,0.0,13.672,20.41,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,22.754,18.262,0.0,0.0,23.633,6.836,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,30.859,27.93,0.0,0.0,40.039,24.316,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,32.91,18.555,0.0,0.0,34.082,23.047,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,25.586,25.195,0.0,0.0,28.516,19.824,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,33.105,16.992,0.0,0.0,35.938,7.324,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,20.508,12.207,0.0,0.0,25.879,10.547,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,30.078,5.664,0.0,0.0,30.664,18.457,0.0,0.0,0.0,0.0,0.0,11
K,0.0,4.59,8.398,0.0,2.441,39.258,32.715,0.0,0.0,14.941,21.484,2.344,1.172,7.031,6.738,0.781,11
K,0.0,0.0,0.0,0.0,0.0,38.672,15.137,0.0,0.0,32.129,18.945,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,24.902,16.895,0.0,0.977,24.121,0.0,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.047,14.941,0.0,0.0,28.418,10.938,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,24.609,15.82,0.0,0.0,30.859,9.57,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,33.984,19.238,0.0,0.0,25.879,14.355,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.73,26.953,0.0,0.0,19.141,16.895,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,26.562,0.0,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,30.957,10.938,0.0,0.0,13.379,19.336,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.684,3.418,0.0,4.395,45.117,9.57,0.0,0.0,34.668,12.793,0.0,0.0,1.465,0.977,0.0,11
K,0.0,0.0,0.0,0.0,0.0,17.383,5.078,0.0,0.0,10.84,11.816,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,38.086,6.25,0.0,0.0,29.395,28.125,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,24.902,16.211,0.0,0.0,20.801,14.258,0.0,0.0,0.0,0.0,0.0,11
K,0.0,2.148,0.0,0.0,0.0,34.18,21.387,0.0,0.0,37.5,14.16,0.0,0.0,0.0,2.148,0.0,11
K,0.0,0.0,0.0,0.0,0.0,18.848,19.043,0.0,0.0,25.781,15.332,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,2.344,25.195,0.0,0.0,3.516,22.754,0.0,0.0,0.0,0.0,0.0,11
K,0.0,5.664,4.785,0.0,0.0,45.215,12.598,0.0,0.0,31.348,15.332,0.0,0.0,4.102,4.492,0.0,11
K,0.0,4.785,0.0,0.0,0.0,39.16,30.078,0.0,7.715,33.691,24.316,0.0,1.66,0.488,0.0,0.0,11
K,0.0,6.055,0.0,0.0,0.0,47.266,22.754,0.0,0.0,23.535,27.441,0.0,0.0,0.0,6.934,0.0,11
K,0.0,0.0,0.0,0.0,0.0,21.875,10.059,0.0,0.0,24.414,10.156,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,26.855,22.949,0.0,0.0,36.133,16.016,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,2.051,0.977,0.0,38.477,27.734,0.0,0.0,14.941,24.023,0.0,0.0,0.0,3.711,0.0,11
K,0.0,0.0,0.0,0.0,0.0,32.52,22.07,0.0,0.0,27.246,23.828,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,24.316,8.691,0.0,0.0,26.66,3.809,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,28.32,18.848,0.0,0.0,26.074,11.816,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.637,18.848,0.0,0.0,22.559,21.387,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.734,34.961,0.0,0.0,15.723,24.414,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,24.023,25.488,0.0,0.0,31.934,24.805,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,32.812,17.871,0.0,0.0,27.539,29.395,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.73,15.625,0.0,0.0,30.176,18.359,1.074,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,25.781,5.957,0.0,0.0,27.148,11.816,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.246,23.242,0.0,0.0,23.438,20.02,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,33.496,26.562,0.0,1.855,35.938,6.641,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,21.387,19.043,0.0,0.0,24.414,10.645,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,26.562,20.312,0.0,0.0,30.859,17.578,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,29.492,23.242,0.0,2.637,33.496,17.48,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,31.738,6.055,0.0,0.0,41.699,19.238,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,13.281,16.211,0.0,0.0,13.281,14.551,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.34,8.496,0.0,0.0,27.637,8.301,0.0,0.0,0.0,0.0,0.0,11
K,0.0,4.492,5.176,3.613,0.0,36.816,31.934,0.0,4.785,20.215,24.902,0.0,0.0,0.0,4.785,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.535,30.566,0.0,0.0,31.836,17.09,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,18.75,17.285,0.0,0.0,19.727,16.309,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,22.266,17.188,0.0,0.0,13.574,15.137,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,1.953,0.0,25.781,23.633,15.527,14.258,42.773,0.684,0.0,0.0,0.195,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,19.141,22.266,0.0,0.0,20.898,10.156,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,32.715,17.871,0.0,0.0,31.641,13.184,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,29.004,12.891,0.0,0.0,27.441,8.301,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.734,14.551,0.0,0.0,30.566,15.918,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,18.555,11.133,0.0,0.0,22.656,2.93,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,35.352,29.004,0.0,0.0,35.156,22.168,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,5.469,0.0,0.0,22.754,27.246,0.0,6.934,45.605,2.148,0.0,0.195,3.809,3.125,0.0,11
K,0.0,0.0,0.0,0.0,0.0,22.07,24.609,0.0,0.0,29.785,7.812,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,12.109,10.645,0.0,0.0,14.355,2.051,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,21.973,29.102,0.0,0.0,34.766,8.594,0.0,0.0,0.0,0.0,0.0,11
K,0.0,1.855,0.0,0.0,0.0,26.953,24.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.195,0.0,4.102,0.0,25.488,25.293,2.344,5.762,43.75,0.0,0.0,3.32,1.953,1.465,0.0,11
K,0.0,0.0,0.977,0.0,0.0,29.98,19.727,0.0,0.0,36.426,23.34,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,29.492,15.527,0.0,0.0,29.004,15.43,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,31.641,16.016,0.0,0.0,24.805,17.383,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,20.508,15.332,0.0,0.0,16.992,10.547,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,29.785,16.309,0.0,0.0,16.211,17.578,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,10.84,14.062,0.0,0.0,26.855,9.668,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,26.367,8.594,0.0,0.0,18.262,11.523,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,16.797,24.219,0.0,0.0,32.129,17.969,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.438,28.223,0.0,0.0,40.625,27.051,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,19.043,13.965,0.0,0.0,16.797,13.965,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,16.797,9.473,0.0,0.0,16.406,16.016,0.0,0.0,0.0,0.0,0.0,11
K,0.0,1.074,0.391,0.0,0.0,23.926,16.602,0.0,0.0,31.055,2.344,0.0,0.0,0.0,0.195,0.0,11
K,0.0,0.0,0.0,0.0,0.0,42.09,11.719,0.0,0.0,21.68,25.977,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,22.656,0.0,0.0,1.465,39.551,0.0,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,20.117,14.648,0.0,0.0,24.219,6.934,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,32.52,23.242,0.0,0.0,26.758,14.16,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,18.262,15.137,0.0,0.0,15.527,12.598,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,39.648,3.125,0.0,0.0,24.609,14.648,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,26.074,7.812,0.0,0.0,9.961,12.305,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,29.883,22.461,0.0,7.324,21.289,23.828,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,22.461,18.75,0.0,0.0,16.797,14.746,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,25.977,14.844,0.0,0.0,30.273,23.047,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,6.25,2.539,24.121,21.582,13.672,11.914,29.883,20.41,0.0,2.539,0.0,3.809,0.0,11
K,0.0,0.0,0.0,0.0,0.0,24.609,17.48,0.0,0.0,31.152,13.965,0.0,0.0,0.0,0.0,0.0,11
K,0.0,2.344,0.0,0.0,0.0,22.656,18.848,0.0,0.0,42.48,5.371,0.0,0.0,1.074,0.195,0.0,11
K,0.0,0.0,0.0,0.0,0.0,16.992,7.91,0.0,0.0,14.258,10.645,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,17.09,6.934,0.0,0.0,12.695,10.645,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,22.949,18.945,1.172,4.785,35.059,0.0,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,19.824,11.035,0.0,0.0,22.852,6.836,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,21.777,26.562,0.0,0.0,19.141,19.336,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,31.738,38.477,0.0,0.0,24.121,23.633,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,20.996,22.07,0.0,0.0,30.566,16.699,0.0,0.0,0.0,0.0,0.0,11
K,0.0,4.004,0.391,0.0,0.0,32.129,30.273,1.172,0.0,54.98,8.301,0.0,0.293,2.93,4.98,0.0,11
K,0.0,0.0,0.0,0.0,0.0,32.91,5.371,0.0,0.0,17.773,18.066,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,35.742,21.387,0.0,0.0,26.66,11.914,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,25.879,4.297,0.0,0.0,22.656,11.23,0.0,0.0,0.0,0.0,0.0,11
K,0.0,1.562,0.0,0.0,0.0,44.141,16.699,0.0,20.02,37.988,19.727,0.0,0.293,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,29.98,18.75,0.0,0.0,28.32,15.918,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.047,28.223,0.0,0.195,41.113,15.039,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,16.309,8.594,0.0,0.0,24.316,13.379,0.0,0.0,0.0,0.0,0.0,11
K,0.0,6.445,0.0,0.0,0.0,28.516,34.863,0.879,1.758,58.105,1.953,0.0,2.051,9.766,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,19.043,10.84,0.0,0.0,16.602,15.918,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.539,24.902,0.0,0.0,26.953,10.645,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.977,0.0,0.0,0.0,32.422,21.484,0.0,0.0,21.094,17.773,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,28.223,19.727,0.0,0.0,20.117,19.141,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,43.75,3.809,0.0,0.0,42.383,14.355,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.828,16.504,0.0,0.0,21.094,19.141,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,11.816,8.008,0.0,0.0,11.035,4.395,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,29.004,23.438,0.0,4.492,29.004,12.695,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,19.922,23.047,0.0,1.562,30.859,6.445,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,19.531,21.094,0.0,0.0,13.867,20.41,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,33.301,9.961,0.0,0.0,25.977,13.77,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,26.172,23.34,0.0,0.0,37.207,8.984,0.0,0.0,0.0,0.0,0.0,11
K,0.0,2.93,2.441,0.0,0.0,35.84,20.117,0.0,0.0,30.762,11.523,0.0,0.0,0.0,3.125,0.0,11
K,0.0,0.0,0.0,0.0,0.0,17.773,14.062,0.0,0.0,23.535,13.77,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,20.508,12.109,0.0,0.0,11.816,10.254,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,30.078,13.477,0.0,0.0,31.25,11.328,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,44.238,17.773,0.0,0.0,33.496,25.488,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,33.887,35.938,0.0,1.66,48.047,15.82,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,21.191,13.574,0.0,0.0,25.391,7.031,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.246,17.969,0.0,0.0,21.582,15.137,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,26.074,15.82,0.0,0.0,21.875,8.105,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,19.043,32.031,0.0,0.0,21.973,31.641,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.438,16.992,0.0,0.0,22.559,8.105,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.633,14.844,0.0,0.0,31.543,5.469,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,30.957,16.602,0.0,0.0,23.34,16.602,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,24.316,29.688,0.0,0.0,32.617,13.184,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,22.07,19.629,0.0,0.0,26.367,12.207,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,14.551,23.828,0.0,0.0,42.578,0.195,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,17.871,17.969,0.0,0.0,18.652,12.012,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,35.742,20.703,0.0,3.125,21.875,18.359,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,2.93,0.0,0.0,24.219,24.023,5.566,9.57,26.562,12.793,0.0,0.0,1.66,0.391,0.0,11
K,0.0,1.074,2.734,0.0,0.0,26.66,30.176,0.0,0.0,27.441,20.02,0.0,0.0,0.0,0.293,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.246,18.848,0.0,0.0,30.176,17.09,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,33.789,11.523,0.0,0.0,25.586,17.871,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.781,0.0,0.0,0.0,33.008,11.23,0.0,0.0,53.809,12.793,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,36.23,14.16,0.0,0.0,37.598,16.895,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,28.516,24.219,0.0,0.0,22.461,19.141,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,25.586,16.016,0.0,0.0,22.363,15.527,0.0,0.0,0.0,0.0,0.0,11
