target_names,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8,zone_9,zone_10,zone_11,zone_12,zone_13,zone_14,zone_15,zone_16,left_distance,right_distance,up_distance,down_distance,target
Z,0.0,0.0,0.0,0.0,0.0,26.172,22.461,0.0,0.0,33.203,13.477,0.0,0.0,0.0,0.0,0.0,35,43,37,40,26
Z,0.0,0.0,0.0,0.0,0.0,25.195,15.527,0.0,0.0,30.078,20.508,0.0,0.0,0.0,0.0,0.0,32,35,39,41,26
Z,0.0,0.0,0.0,0.0,0.0,22.363,20.898,0.0,5.762,33.691,13.184,1.074,0.0,0.0,0.0,0.0,24,29,36,39,26
Z,0.0,0.0,0.0,0.0,0.0,20.605,39.062,0.0,0.0,36.23,17.48,0.0,0.0,0.0,0.0,0.0,38,40,37,40,26
Z,0.0,0.0,0.0,0.0,0.0,20.02,7.129,0.0,0.0,31.934,17.676,0.0,0.0,0.0,0.0,0.0,38,40,41,44,26
Z,0.0,0.0,0.0,0.0,2.539,28.027,31.836,0.0,0.0,39.062,18.75,0.0,0.0,0.0,0.0,0.0,28,31,33,35,26
Z,0.0,0.0,0.0,0.0,0.0,10.742,14.16,0.0,0.0,9.57,16.309,0.0,0.0,0.0,0.0,0.0,43,37,44,47,26
Z,0.0,0.0,0.0,0.0,0.0,20.508,4.102,0.0,0.0,15.527,8.105,0.0,0.0,0.0,0.0,0.0,33,46,44,47,26
Z,0.0,0.0,0.0,0.0,0.0,14.258,23.828,0.0,0.0,27.832,10.254,0.0,0.0,0.0,0.0,0.0,38,43,45,48,26
Z,0.0,0.0,0.0,0.0,0.0,22.168,12.305,0.0,0.0,27.637,11.523,0.0,0.0,0.0,0.0,0.0,39,42,42,45,26
Z,0.0,0.0,0.0,0.0,0.0,19.629,27.246,0.0,0.0,30.273,15.234,0.0,0.0,0.0,0.0,0.0,37,40,39,41,26
Z,0.0,0.0,0.0,0.0,0.0,23.73,16.504,0.0,0.0,25.0,14.551,0.0,0.0,0.0,0.0,0.0,32,43,42,44,26
Z,0.0,0.0,0.0,0.0,0.0,31.055,3.027,0.0,0.0,33.008,21.875,3.809,0.0,0.0,0.0,0.0,32,25,35,38,26
Z,0.0,0.0,0.0,0.0,0.0,26.074,10.352,0.0,0.0,29.004,15.039,0.0,0.0,0.0,0.0,0.0,43,45,39,41,26
Z,0.0,0.195,0.0,0.0,0.195,15.918,27.539,0.0,0.0,30.566,16.016,0.0,0.0,0.0,0.0,0.0,31,36,31,33,26
Z,0.0,0.0,0.0,0.0,1.562,23.047,13.672,0.0,0.0,28.809,18.75,0.0,0.0,0.0,0.0,0.0,29,32,42,45,26
Z,0.0,0.0,0.0,0.0,0.0,29.785,8.789,0.0,0.0,29.688,17.676,0.0,0.0,0.0,0.0,0.0,33,38,36,38,26
Z,0.0,0.0,0.0,0.0,0.293,36.426,12.598,0.0,0.0,29.395,20.996,0.293,0.0,0.0,0.0,0.0,31,31,41,44,26
Z,0.0,3.613,8.398,0.0,6.836,34.766,50.586,2.051,3.906,28.32,42.188,0.879,0.0,9.18,1.074,0.0,21,25,23,27,26
Z,0.0,0.0,0.0,0.0,0.0,31.543,16.602,0.0,0.0,41.504,7.91,0.0,0.0,0.0,0.0,0.0,32,53,34,36,26
Z,0.0,0.0,0.0,0.0,0.0,20.312,33.691,0.0,0.0,43.652,21.777,0.0,0.0,0.0,0.0,0.0,31,34,36,38,26
Z,0.0,0.0,0.0,0.0,0.0,15.723,8.008,0.0,0.0,27.832,12.109,0.0,0.0,0.0,0.0,0.0,35,40,41,43,26
Z,0.0,0.0,0.0,0.0,0.0,11.523,8.887,0.0,0.0,15.332,10.156,0.0,0.0,0.0,0.0,0.0,44,48,49,52,26
Z,0.0,0.0,0.0,0.0,0.0,11.133,24.219,0.0,0.0,16.016,17.969,0.0,0.0,0.0,0.0,0.0,49,43,44,46,26
Z,0.0,0.0,0.0,0.0,0.0,12.793,6.348,0.0,0.0,12.793,7.715,0.0,0.0,0.0,0.0,0.0,41,44,49,51,26
Z,0.0,0.0,0.0,0.0,0.0,17.773,24.121,0.0,0.0,37.988,29.297,0.0,0.0,0.0,0.0,0.0,35,36,37,39,26
Z,0.0,0.0,0.0,0.0,0.0,3.027,15.527,0.0,0.0,7.812,11.426,0.0,0.0,0.0,0.0,0.0,53,38,47,50,26
Z,0.0,0.0,0.0,0.0,0.0,19.531,7.129,0.0,0.0,24.316,4.785,0.0,0.0,0.0,0.0,0.0,43,55,44,46,26
Z,0.0,0.0,0.0,0.0,0.0,16.211,28.125,0.0,0.0,28.613,9.18,0.0,0.0,0.0,0.0,0.0,36,40,38,41,26
Z,0.0,0.0,0.0,0.0,2.148,29.004,22.559,0.0,0.0,38.477,21.484,0.0,0.0,0.0,0.0,0.0,28,33,41,43,26
Z,0.0,0.0,0.0,0.0,0.0,28.516,8.496,0.0,0.0,30.957,18.262,0.0,0.0,0.0,0.0,0.0,37,41,45,47,26
Z,0.0,0.0,0.0,0.0,0.0,22.852,16.797,0.0,0.0,28.809,11.035,0.0,0.0,0.0,0.0,0.0,36,42,46,48,26
Z,0.0,0.0,0.0,0.0,0.0,18.262,41.309,0.0,3.125,42.383,16.602,0.0,0.0,0.0,0.0,0.0,28,36,36,38,26
Z,2.344,2.051,9.18,0.0,1.367,20.41,37.891,0.0,3.711,47.559,20.117,0.293,2.637,0.391,3.418,3.613,23,20,25,28,26
Z,0.0,0.0,0.0,0.0,0.0,36.328,15.039,0.0,0.0,33.887,14.453,0.0,0.0,0.0,0.0,0.0,35,38,38,41,26
Z,0.0,0.0,0.0,0.0,4.199,41.406,19.141,0.0,0.0,44.434,26.27,0.0,0.0,0.0,0.0,0.0,27,41,37,40,26
Z,0.0,0.0,0.0,0.0,3.711,47.559,10.352,0.0,8.008,46.387,28.125,4.395,0.0,0.0,0.0,0.0,24,26,33,36,26
Z,0.0,0.0,0.0,0.0,0.0,19.238,8.301,0.0,0.0,24.805,11.133,0.0,0.0,0.0,0.0,0.0,41,43,39,42,26
Z,0.0,0.0,0.0,0.0,1.172,25.586,2.441,0.0,0.0,30.371,15.625,0.0,0.0,0.0,0.0,0.0,29,34,39,41,26
Z,0.0,0.0,0.0,0.0,0.0,14.844,18.555,0.0,0.0,21.387,9.57,0.0,0.0,0.0,0.0,0.0,45,48,37,39,26
Z,0.0,0.0,0.0,0.0,1.367,30.176,6.836,0.0,0.0,32.129,19.141,0.0,0.0,0.0,0.0,0.0,29,36,41,43,26
Z,0.0,0.0,0.0,0.0,0.0,16.406,4.199,0.0,0.0,26.074,10.254,0.0,0.0,0.0,0.0,0.0,35,44,46,48,26
Z,0.0,0.0,0.0,0.0,1.465,27.344,8.203,0.0,0.0,26.172,19.141,0.977,0.0,0.0,0.0,0.0,28,29,39,42,26
Z,0.0,0.0,0.0,0.0,0.0,37.012,10.547,0.0,0.0,41.797,23.145,0.0,0.0,0.0,0.0,0.0,34,36,38,41,26
Z,0.0,0.0,0.0,0.0,0.0,6.348,20.02,0.0,0.0,29.297,8.398,0.0,0.0,0.0,0.0,0.0,35,50,42,44,26
Z,0.0,17.48,3.516,0.0,0.0,30.078,5.176,1.172,15.918,40.43,25.488,5.469,4.102,4.785,2.832,0.586,18,23,26,29,26
Z,0.0,0.0,0.0,0.0,0.0,7.129,25.098,0.0,0.0,12.5,14.258,0.0,0.0,0.0,0.0,0.0,53,48,42,45,26
Z,0.0,0.0,0.0,0.0,0.0,12.695,18.164,0.0,0.0,25.293,14.16,0.0,0.0,0.0,0.0,0.0,40,37,44,47,26
Z,0.0,4.98,5.273,0.0,0.0,24.316,32.227,0.0,0.0,48.828,20.215,0.0,0.0,0.586,0.0,0.0,37,39,29,31,26
Z,0.0,0.0,0.0,0.0,0.0,22.363,33.008,0.0,2.148,42.48,26.758,1.562,0.0,0.0,0.0,0.0,29,30,34,37,26
Z,0.0,0.0,0.0,0.0,0.0,20.801,2.734,0.0,0.0,21.582,11.133,0.0,0.0,0.0,0.0,0.0,36,38,45,47,26
Z,0.0,0.0,0.0,0.0,0.0,18.848,12.5,0.0,0.0,29.102,11.328,0.0,0.0,0.0,0.0,0.0,33,43,36,38,26
Z,0.0,0.0,0.0,0.0,0.0,13.77,8.984,0.0,0.0,17.773,7.52,0.0,0.0,0.0,0.0,0.0,42,46,45,48,26
Z,0.0,0.0,0.0,0.0,0.0,6.641,21.387,0.0,0.0,25.195,13.184,0.0,0.0,0.0,0.0,0.0,42,45,45,48,26
Z,0.0,0.0,0.0,0.0,0.0,17.383,43.262,0.0,0.0,41.797,16.211,0.0,0.0,0.0,0.0,0.0,37,39,31,34,26
Z,0.0,0.0,0.0,0.0,0.0,25.781,12.891,0.0,0.0,16.699,6.152,0.0,0.0,0.0,0.0,0.0,39,49,43,46,26
Z,0.0,0.0,0.0,0.0,0.0,25.293,6.543,0.0,0.0,28.516,11.523,0.0,0.0,0.0,0.0,0.0,41,46,40,42,26
Z,0.0,0.0,0.0,0.0,0.0,23.047,20.02,0.0,0.391,39.16,20.508,0.0,0.0,0.0,0.0,0.0,31,36,42,45,26
Z,0.0,0.0,0.0,0.0,0.0,5.762,34.57,3.125,4.785,35.254,10.84,0.0,0.0,0.0,0.0,0.0,25,27,36,39,26
Z,0.0,0.0,0.0,0.0,0.0,13.867,18.652,0.0,0.0,11.621,15.918,0.0,0.0,0.0,0.0,0.0,39,42,36,38,26
Z,0.0,0.0,0.0,0.0,0.0,16.992,9.766,0.0,0.0,21.875,14.16,0.0,0.0,0.0,0.0,0.0,43,41,40,43,26
Z,0.0,0.0,0.0,0.0,0.0,19.824,15.43,0.0,0.0,20.801,14.453,0.0,0.0,0.0,0.0,0.0,35,37,40,43,26
Z,0.0,0.0,0.0,0.0,0.0,10.059,40.43,0.0,1.172,37.598,16.113,0.0,0.0,0.0,0.0,0.0,30,32,34,36,26
Z,0.0,0.0,0.0,0.0,0.0,17.676,22.363,0.0,0.0,27.344,16.016,0.0,0.0,0.0,0.0,0.0,41,33,37,40,26
Z,0.0,0.0,0.0,0.0,0.0,21.191,9.18,0.0,0.0,20.605,18.164,0.0,0.0,0.0,0.0,0.0,45,37,43,45,26
Z,0.0,0.0,0.0,0.0,0.0,11.816,16.602,0.0,0.0,13.672,10.059,0.0,0.0,0.0,0.0,0.0,49,48,41,43,26
Z,0.0,0.0,0.0,0.0,0.0,20.41,35.156,0.0,3.027,46.484,24.805,0.879,0.0,0.0,0.0,0.0,28,29,36,39,26
Z,0.0,0.0,0.0,0.0,0.0,19.043,25.195,0.0,0.0,38.672,13.965,0.0,0.0,0.0,0.0,0.0,33,43,40,42,26
Z,0.0,0.0,0.0,0.0,0.0,27.246,38.281,0.0,3.516,42.676,19.629,0.0,0.0,0.0,0.0,0.0,27,35,34,36,26
Z,0.0,0.0,0.0,0.0,0.0,30.762,7.129,0.0,0.0,35.547,17.969,0.0,0.0,0.0,0.0,0.0,38,41,39,41,26
Z,0.0,0.0,0.0,0.0,0.0,21.094,27.93,0.0,0.0,43.457,16.699,0.0,0.0,0.0,0.0,0.0,34,45,38,40,26
Z,0.0,0.0,0.0,0.0,0.0,18.555,15.723,0.0,0.0,22.852,13.77,0.0,0.0,0.0,0.0,0.0,38,42,47,49,26
Z,0.0,0.0,0.0,0.0,0.0,17.383,12.5,0.0,0.0,22.656,11.328,0.0,0.0,0.0,0.0,0.0,38,42,41,44,26
Z,0.0,0.0,0.0,0.0,0.0,7.812,19.531,0.0,0.0,18.75,11.523,0.0,0.0,0.0,0.0,0.0,47,47,47,49,26
Z,0.0,6.738,17.871,0.0,0.0,8.008,44.922,7.617,0.0,40.625,51.074,2.344,2.148,13.867,9.18,2.539,21,23,24,26,26
Z,0.0,0.0,0.0,0.0,0.0,17.578,27.148,0.0,0.0,31.445,19.922,0.0,0.0,0.0,0.0,0.0,35,37,40,43,26
Z,0.0,0.0,0.0,0.0,0.0,38.281,21.484,0.0,0.0,46.387,19.824,0.0,0.0,0.0,0.0,0.0,33,40,38,41,26
Z,0.0,0.0,0.0,0.0,0.0,14.062,39.062,0.0,1.562,42.578,18.652,2.93,0.0,0.0,0.0,0.0,29,25,32,35,26
Z,0.0,0.0,0.0,0.0,0.0,24.805,9.473,0.0,0.0,23.926,11.328,0.0,0.0,0.0,0.0,0.0,31,41,42,45,26
Z,0.0,0.0,0.0,0.0,17.383,30.859,2.637,0.0,0.0,21.973,23.242,14.746,0.0,0.0,0.0,0.0,11,13,42,45,26
Z,0.0,0.0,0.0,0.0,0.0,25.293,3.711,0.0,0.0,20.215,9.277,0.0,0.0,0.0,0.0,0.0,37,47,45,47,26
Z,0.0,0.0,0.0,0.0,0.0,5.078,24.219,0.0,0.0,27.344,7.031,0.0,0.0,0.0,0.0,0.0,39,44,41,43,26
Z,0.0,0.0,0.0,0.0,0.0,30.371,2.246,0.0,0.0,29.004,22.168,0.0,0.0,0.0,0.0,0.0,39,41,44,46,26
Z,0.0,0.0,0.0,0.0,0.0,25.488,2.148,0.0,0.0,18.555,17.285,0.0,0.0,0.0,0.0,0.0,39,42,45,48,26
Z,0.0,0.0,0.0,0.0,0.0,20.703,10.547,0.0,0.0,22.266,9.863,0.0,0.0,0.0,0.0,0.0,33,41,45,47,26
Z,0.0,0.0,0.0,0.0,0.0,9.473,12.793,0.0,0.0,16.406,8.301,0.0,0.0,0.0,0.0,0.0,46,50,47,50,26
Z,0.0,0.0,0.0,0.0,0.0,13.281,24.707,0.0,0.0,29.98,11.621,0.0,0.0,0.0,0.0,0.0,40,46,40,43,26
Z,0.0,0.0,0.0,0.0,0.0,12.305,10.352,0.0,0.0,20.801,12.598,0.0,0.0,0.0,0.0,0.0,39,41,42,44,26
Z,0.0,0.0,0.0,0.0,0.0,14.453,24.512,0.0,0.0,26.562,9.375,0.0,0.0,0.0,0.0,0.0,43,47,41,44,26
Z,0.0,0.0,0.0,0.0,0.0,21.973,3.516,0.0,0.0,27.734,15.137,0.0,0.0,0.0,0.0,0.0,41,43,43,45,26
Z,0.0,0.0,0.0,0.0,0.0,15.82,29.102,0.0,0.0,37.109,14.551,0.0,0.0,0.0,0.0,0.0,39,46,39,41,26
Z,0.0,0.0,0.0,0.0,0.0,16.992,8.594,0.0,0.0,27.539,15.723,0.0,0.0,0.0,0.0,0.0,38,40,44,47,26
Z,0.0,0.0,0.0,0.0,3.418,26.367,21.777,0.0,0.0,28.906,18.945,0.0,0.0,0.0,0.0,0.0,27,36,34,36,26
Z,0.0,0.0,0.0,0.0,0.0,16.113,19.434,0.0,0.0,28.906,12.695,0.0,0.0,0.0,0.0,0.0,38,43,42,45,26
Z,0.0,0.0,0.0,0.0,0.0,14.062,14.551,0.0,0.0,22.559,0.781,0.0,0.0,0.0,0.0,0.0,40,48,45,48,26
Z,0.0,0.0,0.0,0.0,0.0,30.859,6.445,0.0,0.0,25.391,12.891,0.0,0.0,0.0,0.0,0.0,39,49,45,48,26
Z,0.0,0.0,0.0,0.0,0.0,39.453,14.648,0.0,0.0,46.094,21.191,0.0,0.0,0.0,0.0,0.0,34,40,41,44,26
Z,0.0,0.0,0.0,0.0,0.0,12.207,17.871,0.0,0.0,30.176,10.645,0.0,0.0,0.0,0.0,0.0,44,44,41,43,26
Z,0.0,0.0,0.0,0.0,0.0,11.523,31.738,0.0,1.562,39.453,16.895,0.0,0.0,0.0,0.0,0.0,29,35,36,38,26
Z,0.0,0.0,0.0,0.0,0.0,13.965,12.891,0.0,0.0,24.121,13.867,0.0,0.0,0.0,0.0,0.0,45,47,45,47,26
Z,0.0,0.0,0.0,0.0,0.0,13.184,15.234,0.0,0.0,17.773,12.012,0.0,0.0,0.0,0.0,0.0,44,43,48,50,26
Z,0.0,0.0,0.0,0.0,0.0,41.309,4.492,0.0,0.0,23.73,15.918,0.0,0.0,0.0,0.0,0.0,39,48,40,43,26
Z,0.0,0.0,0.0,0.0,0.0,5.273,49.023,0.0,0.0,39.551,24.219,0.0,0.0,0.0,0.0,0.0,35,36,33,35,26
Z,0.0,0.0,0.0,0.0,0.0,11.328,11.621,0.0,0.0,16.016,10.156,0.0,0.0,0.0,0.0,0.0,43,45,48,50,26
Z,0.0,0.0,0.0,0.0,0.0,23.242,2.148,0.0,0.0,29.102,16.113,0.0,0.0,0.0,0.0,0.0,31,37,45,48,26
Z,0.0,0.0,0.0,0.0,0.0,15.43,19.727,0.0,0.0,24.902,12.695,0.0,0.0,0.0,0.0,0.0,40,44,42,45,26
Z,0.0,2.344,1.172,0.0,0.0,8.594,28.32,0.0,25.098,35.449,8.301,0.0,0.293,0.0,0.0,0.0,4,44,28,31,26
Z,0.0,0.0,0.0,0.0,0.0,14.844,12.305,0.0,0.0,24.512,11.23,0.0,0.0,0.0,0.0,0.0,40,46,44,46,26
Z,0.0,0.0,0.0,0.0,6.445,39.844,3.613,0.0,0.0,40.039,13.379,0.0,0.0,0.0,0.0,0.0,23,35,36,38,26
Z,0.0,0.0,0.0,0.0,0.0,26.562,6.152,0.0,0.0,30.371,18.945,0.0,0.0,0.0,0.0,0.0,35,38,42,45,26
Z,0.0,0.0,0.0,0.0,0.0,13.184,19.336,0.0,0.0,22.07,9.863,0.0,0.0,0.0,0.0,0.0,45,49,45,47,26
Z,0.0,0.0,0.0,0.0,0.0,17.871,6.738,0.0,0.0,24.219,8.008,0.0,0.0,0.0,0.0,0.0,44,49,43,45,26
Z,0.0,0.0,0.0,0.0,0.0,20.703,16.016,0.0,0.0,23.047,12.207,0.0,0.0,0.0,0.0,0.0,44,44,38,41,26
Z,0.0,0.0,0.0,0.0,0.0,32.227,0.0,0.0,0.0,36.816,0.0,0.0,0.0,0.0,0.0,0.0,34,64,39,41,26
Z,0.0,0.0,0.0,0.0,0.0,8.105,23.242,0.0,0.0,25.586,15.332,0.0,0.0,0.0,0.0,0.0,40,43,36,38,26
Z,0.0,0.0,0.0,0.0,0.0,19.336,31.836,0.0,0.0,32.715,14.453,0.0,0.0,0.0,0.0,0.0,41,43,36,39,26
Z,0.0,0.0,0.0,0.0,0.0,33.301,22.754,0.0,0.0,30.664,20.898,0.0,0.0,0.0,0.0,0.0,32,35,37,40,26
Z,0.0,0.0,0.0,0.0,0.0,31.934,28.32,0.0,0.0,49.707,27.246,0.0,0.0,0.0,0.0,0.0,35,42,39,41,26
Z,0.0,0.0,0.0,0.0,0.0,10.938,42.188,0.0,0.0,40.527,16.309,0.0,0.0,0.0,0.0,0.0,36,35,34,36,26
Z,12.305,25.0,26.27,1.758,0.0,29.395,34.18,0.0,24.023,65.625,27.93,5.469,12.012,18.945,17.871,7.52,15,22,22,24,26
Z,0.0,0.0,0.0,0.0,0.0,22.949,0.0,0.0,0.0,18.262,7.91,0.0,0.0,0.0,0.0,0.0,36,43,47,50,26
Z,0.0,0.0,0.0,0.0,0.0,25.586,12.695,0.0,0.0,24.805,14.258,0.0,0.0,0.0,0.0,0.0,38,45,41,44,26
Z,0.0,0.0,0.0,0.0,0.0,19.629,3.516,0.0,0.0,13.574,9.863,0.0,0.0,0.0,0.0,0.0,43,46,47,49,26
Z,0.0,0.0,0.0,0.0,0.0,18.262,19.336,0.0,0.0,25.879,17.578,0.0,0.0,0.0,0.0,0.0,41,40,45,47,26
Z,0.0,0.0,0.0,0.0,0.0,22.754,30.371,0.0,0.0,35.352,18.359,0.0,0.0,0.0,0.0,0.0,35,37,39,42,26
Z,0.0,0.0,0.0,0.0,0.0,22.559,8.789,0.0,0.0,23.438,14.648,0.0,0.0,0.0,0.0,0.0,41,43,41,44,26
Z,0.0,0.0,0.0,0.0,0.0,25.195,2.148,0.0,0.0,23.535,15.527,0.0,0.0,0.0,0.0,0.0,36,40,44,47,26
Z,0.0,0.0,0.0,0.0,0.0,24.902,9.961,0.0,0.0,25.684,17.285,0.0,0.0,0.0,0.0,0.0,44,44,43,46,26
Z,0.0,0.0,0.0,0.0,0.0,45.312,6.055,0.879,16.699,36.719,25.293,1.172,0.0,0.0,0.0,0.0,16,28,38,40,26
Z,0.0,0.0,0.0,0.0,0.0,14.062,20.703,0.0,0.0,26.465,6.836,0.0,0.0,0.0,0.0,0.0,35,46,43,46,26
Z,0.0,0.0,0.0,0.0,0.0,20.215,41.699,0.0,1.367,40.43,24.414,0.0,0.0,0.0,0.0,0.0,28,34,37,39,26
Z,0.0,0.0,0.0,0.0,7.715,35.547,5.469,0.0,0.488,36.816,21.387,6.445,0.0,0.0,0.0,0.0,19,22,40,42,26
Z,0.0,0.0,0.0,0.0,0.0,20.996,11.816,0.0,0.0,26.953,20.117,0.0,0.0,0.0,0.0,0.0,33,36,45,47,26
Z,0.0,0.0,0.0,0.0,0.0,24.023,12.207,0.0,0.0,23.047,12.891,0.0,0.0,0.0,0.0,0.0,41,44,43,46,26
Z,0.0,0.0,0.0,0.0,3.418,26.562,0.0,0.0,0.0,27.832,1.074,0.0,0.0,0.0,0.0,0.0,26,62,45,48,26
Z,0.0,0.0,0.0,0.0,0.0,25.781,14.453,0.0,0.0,28.223,16.699,0.0,0.0,0.0,0.0,0.0,41,45,43,46,26
Z,0.0,0.0,0.0,0.0,0.0,22.363,10.352,0.0,0.293,35.449,19.043,0.0,0.0,0.0,0.0,0.0,31,37,44,45,26
Z,0.0,0.0,0.0,0.0,0.0,23.047,14.746,0.0,0.0,31.641,13.184,0.0,0.0,0.0,0.0,0.0,35,41,39,42,26
Z,0.0,0.0,0.0,0.0,0.0,1.367,19.043,0.0,0.0,12.5,9.082,0.0,0.0,0.0,0.0,0.0,51,44,46,48,26
Z,0.0,0.0,0.0,0.0,0.0,31.738,10.254,0.0,0.0,21.387,17.48,0.0,0.0,0.0,0.0,0.0,36,44,46,48,26
Z,0.0,0.0,0.0,0.0,0.0,24.805,0.0,0.0,0.0,22.656,15.918,0.0,0.0,0.0,0.0,0.0,36,38,46,49,26
Z,0.0,0.0,0.0,0.0,0.0,16.016,16.699,0.0,0.0,19.434,17.188,0.0,0.0,0.0,0.0,0.0,44,46,40,43,26
Z,0.0,0.0,0.0,0.0,0.0,18.262,45.605,0.0,0.0,40.234,22.07,0.0,0.0,0.0,0.0,0.0,32,33,35,38,26
Z,0.0,0.0,0.0,0.0,0.0,14.648,22.559,0.0,0.0,34.57,13.574,0.0,0.0,0.0,0.0,0.0,31,38,35,37,26
Z,0.0,0.0,0.0,0.0,0.0,21.777,8.594,0.0,0.0,24.512,13.77,0.0,0.0,0.0,0.0,0.0,40,46,42,44,26
Z,0.0,0.0,0.0,0.0,0.0,14.648,53.32,1.465,0.0,52.441,12.793,0.0,0.0,0.0,0.0,0.0,32,29,37,40,26
Z,0.0,0.0,0.0,0.0,0.0,31.445,18.066,0.0,0.0,36.523,17.383,0.0,0.0,0.0,0.0,0.0,31,39,39,42,26
Z,0.0,0.0,0.0,0.0,0.879,22.559,28.32,0.0,0.0,26.758,29.98,2.344,0.0,0.0,0.0,0.0,30,28,34,36,26
Z,0.0,0.0,0.0,0.0,0.0,18.066,32.52,0.0,0.684,43.945,12.598,0.0,0.0,0.0,0.0,0.0,30,40,39,41,26
Z,0.293,11.719,10.449,0.0,1.27,35.254,9.473,0.0,15.43,35.84,24.609,5.273,4.785,0.0,0.0,0.0,15,26,24,26,26
Z,0.0,0.0,0.0,0.0,0.0,32.031,42.773,0.0,0.0,47.07,24.512,0.0,0.0,0.0,0.0,0.0,34,37,32,34,26
Z,0.0,0.0,0.0,0.0,0.0,7.422,29.492,0.0,0.0,22.07,28.027,0.0,0.0,0.0,0.0,0.0,46,40,43,46,26
Z,0.0,0.0,0.0,0.0,0.0,17.578,15.039,0.0,0.0,19.434,15.918,0.0,0.0,0.0,0.0,0.0,41,43,47,50,26
Z,0.0,0.0,0.0,0.0,0.0,30.273,5.273,0.0,0.0,40.039,25.293,3.613,0.0,0.0,0.0,0.0,33,26,40,42,26
Z,0.0,0.0,0.0,0.0,0.0,11.621,30.371,0.0,1.562,38.281,27.344,0.0,0.0,0.0,0.0,0.0,29,33,32,34,26
Z,0.0,0.0,0.0,0.0,0.0,23.242,20.508,0.0,3.711,33.398,15.332,0.0,0.0,0.0,0.0,0.0,26,36,41,44,26
Z,0.0,0.0,0.0,0.0,0.0,21.777,17.285,0.0,0.0,28.711,10.742,0.0,0.0,0.0,0.0,0.0,41,47,41,43,26
Z,0.0,0.0,0.0,0.0,0.0,32.129,10.84,0.0,0.0,21.191,20.215,0.0,0.0,0.0,0.0,0.0,35,36,46,49,26
Z,0.0,0.0,0.0,0.0,0.0,40.527,4.102,0.0,0.0,43.848,22.461,0.0,0.0,0.0,0.0,0.0,33,39,42,44,26
Z,0.0,0.0,0.0,0.0,0.0,24.121,7.617,0.0,7.52,32.617,18.555,5.078,0.0,0.0,0.0,0.0,22,23,41,44,26
Z,0.0,0.0,0.0,0.0,0.0,15.332,15.723,0.0,0.0,25.293,7.422,0.0,0.0,0.0,0.0,0.0,42,51,40,43,26
Z,0.0,0.0,0.0,0.0,0.195,39.16,6.836,0.0,0.0,45.801,26.66,0.0,0.0,0.0,0.0,0.0,31,34,38,40,26
Z,0.0,0.0,0.0,0.0,0.0,15.137,29.98,0.0,2.148,32.324,24.414,1.27,0.0,0.0,0.0,0.0,28,30,33,36,26
Z,0.0,0.0,0.0,0.0,0.0,16.699,18.75,0.0,0.0,26.562,11.621,0.0,0.0,0.0,0.0,0.0,34,41,37,40,26
Z,3.32,12.5,5.469,0.0,13.867,57.227,32.422,0.0,5.176,67.676,41.699,8.105,0.977,0.586,0.0,0.0,21,23,27,30,26
Z,0.0,0.0,0.0,0.0,8.789,38.379,30.859,0.0,0.0,36.23,25.977,1.27,0.0,0.0,0.0,0.0,21,29,42,45,26
Z,0.0,0.0,0.0,0.0,0.0,36.426,7.324,0.0,0.0,36.523,20.508,0.0,0.0,0.0,0.0,0.0,33,36,39,41,26
Z,0.0,0.0,0.0,0.0,0.0,11.328,17.871,0.0,0.0,29.297,12.988,0.0,0.0,0.0,0.0,0.0,37,41,45,48,26
Z,0.0,0.0,0.0,0.0,0.0,11.914,6.543,0.0,0.0,21.777,9.57,0.0,0.0,0.0,0.0,0.0,37,45,45,48,26
Z,0.0,0.0,0.0,0.0,0.0,24.902,20.605,0.0,0.0,31.738,8.105,0.0,0.0,0.0,0.0,0.0,31,47,42,44,26
Z,0.0,0.0,0.0,0.0,0.0,20.02,4.59,0.0,0.0,23.438,13.184,0.0,0.0,0.0,0.0,0.0,40,44,45,48,26
Z,0.0,0.0,0.0,0.0,0.0,25.977,14.062,0.0,0.0,24.902,9.863,0.0,0.0,0.0,0.0,0.0,40,52,43,46,26
Z,0.0,0.0,0.0,0.0,0.0,19.336,30.469,0.0,0.0,40.723,16.309,0.0,0.0,0.0,0.0,0.0,33,43,43,46,26
Z,0.0,0.0,0.0,0.0,0.0,9.473,15.918,0.0,0.0,14.355,5.566,0.0,0.0,0.0,0.0,0.0,45,51,45,47,26
Z,0.0,0.0,0.0,0.0,0.0,18.945,30.957,0.0,0.0,27.539,13.77,0.0,0.0,0.0,0.0,0.0,36,39,39,42,26
Z,0.0,0.0,0.0,0.0,0.0,17.676,14.355,0.0,0.0,23.047,11.328,0.0,0.0,0.0,0.0,0.0,35,39,37,39,26
Z,0.0,0.0,0.0,0.0,0.0,23.633,4.297,0.0,0.0,23.633,12.793,0.0,0.0,0.0,0.0,0.0,35,41,47,50,26
Z,0.0,0.0,0.0,0.0,0.0,29.199,0.0,0.0,0.879,33.691,8.398,0.0,0.0,0.0,0.0,0.0,30,48,42,44,26
Z,0.0,0.0,0.0,0.0,0.0,12.793,23.828,0.0,0.0,27.539,19.141,0.0,0.0,0.0,0.0,0.0,38,42,42,45,26
Z,0.0,0.0,0.0,0.0,2.441,24.023,0.0,0.0,0.0,31.055,1.465,0.0,0.0,0.0,0.0,0.0,27,61,33,36,26
